original_package_relative_path,archive_path,archive_member,size_bytes,sha256,decode_status,decoded_relative_path,notes
model_setup/bethesda_slate/rf9621a/d231.out.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/d231.out.z,67938,881e74a31fa95911ac7cd3b9a4f59b17c067e1683317e3163b6ded4a4f5f2168,partial,data/decoded_model_outputs/rf9621a/d231.out,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 165753, got 46863"
model_setup/bethesda_slate/rf9621a/plt.diff2118.Z-A,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/plt.diff2118.Z-A,314759,b586b6237b75c67261ad5ceea29e16dc69f18cbb6f3fbcb27941a6c5942f8b8a,partial,data/decoded_model_outputs/rf9621a/plt.diff2118,stage 1 unix_compress_lzw: partial: compress invalid code 1746 with table end 1362
model_setup/bethesda_slate/rf9621a/plt.diff2118.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/plt.diff2118.z,337085,c0ae53071043bf5489c1fe53c23546ac3e54593ff2090953463edfdfbd8fd54c,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9621a/plt.vcr9621.Z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/plt.vcr9621.Z,503147,088ea0bef8b5c4444db78ddc6fc376467a10db8de56f6b8f1ed77b4d8a27d87a,partial,data/decoded_model_outputs/rf9621a/plt.vcr9621,stage 1 unix_compress_lzw: partial: compress invalid code 446 with table end 354
model_setup/bethesda_slate/rf9621a/rep.521dd.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/rep.521dd.z,16313,2d30ce3cf4d138b99a99b17ac5d3f16391d5ede2ec93924347b8048645a3c099,partial,data/decoded_model_outputs/rf9621a/rep.521dd,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 29280, got 29281"
model_setup/bethesda_slate/rf9621a/rep.611.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/rep.611.z,177953,39cf02db8b3ccf245193c40b04c1e9996c9e1d232b6e92129f11f610ecf55632,partial,data/decoded_model_outputs/rf9621a/rep.611,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 417525, got 417526"
model_setup/bethesda_slate/rf9621a/rep.critical.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/rep.critical.z,8098,117a68a0ea08912fa3408d825f133716a616d6116305a76a9387be1627e8e3ae,partial,data/decoded_model_outputs/rf9621a/rep.critical,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 24436, got 24437"
model_setup/bethesda_slate/rf9621a/rep.sigstat.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/rep.sigstat.z,121579,bc8727e92b1e036c4f7ba04e5f0794ca13478882bc28c1d3fb617b1b2dd6010c,partial,data/decoded_model_outputs/rf9621a/rep.sigstat,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 271751, got 271752"
model_setup/bethesda_slate/rf9621a/rep.sumtime1.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/rep.sumtime1.z,734,923c3d6ee06bd2ea897352f942661d52743fee0eff31714cd596beeea9917576,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9621a/rep.turnpen.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/rep.turnpen.z,1131,36c8b9cf791eb8077df0dffe8c7f97f83acb4abe4e97a073315806ab1da4fd7b,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9621a/rep.turnvols.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/rep.turnvols.z,5685,ca0e77bb99f125a699db60854f99b76af99ee03508ed0f0b41435f10f4202e13,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9621a/turnvols.in.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9621a/turnvols.in.z,30173,9140c9d7fe777cc93293261157a4824ed2ce9982c9e97da1f22439751c9ee0f6,partial,data/decoded_model_outputs/rf9621a/turnvols.in,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 77560, got 44692"
model_setup/bethesda_slate/rf9622a/d231.in.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/d231.in.z,72224,e08689b19a3c0ff1d5c6d96f2f75d12c71e69e8a09a121c8f48fac021832b214,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9622a/d231.out.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/d231.out.z,67643,ec5db46738c5114273c3d1334361b07d340cafb39345ad3149663fd2a7acc701,partial,data/decoded_model_outputs/rf9622a/d231.out,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 164871, got 11153"
model_setup/bethesda_slate/rf9622a/plt.vcr9622.Z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/plt.vcr9622.Z,502277,dc7dc354c56febcbb68c15db2b2e572dc17c61a43d71164aebf5ecbdf69eb8f2,partial,data/decoded_model_outputs/rf9622a/plt.vcr9622,stage 1 unix_compress_lzw: partial: compress invalid code 446 with table end 354
model_setup/bethesda_slate/rf9622a/rep.521dd.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/rep.521dd.z,16429,4a784ee694e6b78a0d3973d6b12891ffe842d7787d45ec534c583e9d4bed5ddb,partial,data/decoded_model_outputs/rf9622a/rep.521dd,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 29430, got 29431"
model_setup/bethesda_slate/rf9622a/rep.611.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/rep.611.z,177781,9e1ff81916812bcb747b967c0cb26132ce2a833507cd09867a9e0f4d8f9d9581,partial,data/decoded_model_outputs/rf9622a/rep.611,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 417165, got 417166"
model_setup/bethesda_slate/rf9622a/rep.critical.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/rep.critical.z,8090,06f20d0ddb8a1e3802174eb8375a1a5317bcb47f74bd1bbcaede26835497e6c0,partial,data/decoded_model_outputs/rf9622a/rep.critical,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 24436, got 24437"
model_setup/bethesda_slate/rf9622a/rep.sigstat.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/rep.sigstat.z,121169,ed39e88273316aaa9a3a3395cbdaa14802dbc0eba80458ea9d71ba1ea82c3f6c,partial,data/decoded_model_outputs/rf9622a/rep.sigstat,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 270659, got 270660"
model_setup/bethesda_slate/rf9622a/rep.sumtime1.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/rep.sumtime1.z,735,5d661a79115b38fa5299ed72568944d02ed5fc55a3984a146e93a4c9ee305d0d,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9622a/rep.turnpen.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/rep.turnpen.z,1239,fcca813ae3e42ea10f1e8aadb747826d0d4b7a625fea525a80c0e18a73e57663,partial,data/decoded_model_outputs/rf9622a/rep.turnpen,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 2219, got 2220"
model_setup/bethesda_slate/rf9622a/rep.turnvols.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/rep.turnvols.z,5670,491a7c0332890f01663856f5fc547a3d1d8da5cf14727a7ebdca13e056fe5794,partial,data/decoded_model_outputs/rf9622a/rep.turnvols,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 20033, got 20034"
model_setup/bethesda_slate/rf9622a/statistics.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/statistics.z,781,a2bf5730c6d63e83938f2242d49affa089fe148694900a746673931520b2ea20,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9622a/turnvols.in.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9622a/turnvols.in.z,30002,8f98263b7bb06531c0754c4e082e56732dde95c584fcd0e4fee5086d9a1199e3,partial,data/decoded_model_outputs/rf9622a/turnvols.in,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 77112, got 76952"
model_setup/bethesda_slate/rf9623a/d231.in.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/d231.in.z,72936,46a1fe806808bdc1e7df103262d6c39bd178175dd4ffadc0a007a3c51f50f28c,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9623a/d231.out.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/d231.out.z,68255,fcc5fdf1be68115455460f837875622a9a26c2b461065e963b1a5dcc85623e93,partial,data/decoded_model_outputs/rf9623a/d231.out,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 166446, got 12089"
model_setup/bethesda_slate/rf9623a/plt.vcr9623.Z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/plt.vcr9623.Z,503531,7b7560f326a75ae2d00d98fce1410f61ca98de539b555cb425e2212e0a878a9a,partial,data/decoded_model_outputs/rf9623a/plt.vcr9623,stage 1 unix_compress_lzw: partial: compress invalid code 446 with table end 354
model_setup/bethesda_slate/rf9623a/plt.wis.9623.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/plt.wis.9623.z,285284,a16d801ed20b55beb6e708ba40cf7b2e574b4e4a5c12d115773825410c9475db,partial,data/decoded_model_outputs/rf9623a/plt.wis.9623,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 388266, got 388267"
model_setup/bethesda_slate/rf9623a/rep.521dd.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/rep.521dd.z,16473,176892c400982c0e6bfd550ec4e7813400d0a8278622b3be1c7f7c6ca6bb5de3,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9623a/rep.611.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/rep.611.z,177994,ba6c5ba5bf9fd426fd8a9b5670a146e62071cb0b78d946a2ba9265f68d9c7d3c,partial,data/decoded_model_outputs/rf9623a/rep.611,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 417669, got 417670"
model_setup/bethesda_slate/rf9623a/rep.critical.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/rep.critical.z,8125,b5f1265a1e0c36eee9f1d1e7329f5c4c79d8d363a4f208306d21f180829ed1c8,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9623a/rep.sigstat.Z-A,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/rep.sigstat.Z-A,69451,2c76358659a7459c5c45a51556e3d7006e47a03b7cbb0dd54877601150b0b726,partial,data/decoded_model_outputs/rf9623a/rep.sigstat,stage 1 unix_compress_lzw: partial: compress invalid code 323 with table end 321
model_setup/bethesda_slate/rf9623a/rep.sigstat.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/rep.sigstat.z,122076,d80971278cc4da652a476cab502c00515ccf84ba8c0aa6ee7b5f5a3e9e7ef190,partial,data/decoded_model_outputs/rf9623a/rep.sigstat,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 272832, got 272833"
model_setup/bethesda_slate/rf9623a/rep.sumtime1.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/rep.sumtime1.z,734,280940fbdd6270b1f77afa82b6729e3401d7b3a8c5887eb8048f3a63a27749bc,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9623a/rep.turnpen.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/rep.turnpen.z,628,e2c2f04350a7553eb6ac085af73dce5d448d1e00554ea487df2eb68987d9057b,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9623a/rep.turnvols.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/rep.turnvols.z,5699,f11cfc65fa81b0ab4b8b63ec1abbe53b4349da175ffcd9106c30882aed6de3ab,partial,data/decoded_model_outputs/rf9623a/rep.turnvols,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 20100, got 20101"
model_setup/bethesda_slate/rf9623a/statistics.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/statistics.z,783,9d89e8a7539a6fc97c800c4edfe866b382c323d15aa5cbcd36c6938318343950,complete,data/decoded_model_outputs/rf9623a/statistics,stage 1 unix_pack_static_huffman: complete: pack EOB reached and expected length matched | stage 2 unknown: terminal_plain_or_unknown: no further pack/compress magic detected
model_setup/bethesda_slate/rf9623a/turnvols.in.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9623a/turnvols.in.z,30243,e770351ff4d14caf35f0ffcd1c3d9f5bbece4c3a467e01dcbbbce2be4389adca,partial,data/decoded_model_outputs/rf9623a/turnvols.in,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 77728, got 77556"
model_setup/bethesda_slate/rf9624a/d231.in.Z-A,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/d231.in.Z-A,48656,30c9522ef675bd31076e1b7c4d1b5a33594e971657cfd01dd91a03b9358cb281,partial,data/decoded_model_outputs/rf9624a/d231.in,stage 1 unix_compress_lzw: partial: compress invalid code 3490 with table end 2733
model_setup/bethesda_slate/rf9624a/d231.in.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/d231.in.z,72695,58897afadc127cceb02b7b42e4fe96dd801095e86e438b25a9850658fae6ab55,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9624a/d231.out.Z-A,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/d231.out.Z-A,47057,f1914787396a4d7f38fc0ff5347a6d803da49d917d2a8b61ecdb344be2a327d9,partial,data/decoded_model_outputs/rf9624a/d231.out,stage 1 unix_compress_lzw: partial: compress invalid code 893 with table end 824
model_setup/bethesda_slate/rf9624a/d231.out.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/d231.out.z,68014,0034039f7efb73e995d2e8a86da77abce61f2ed5b18bf314b3ef7f93554f6966,partial,data/decoded_model_outputs/rf9624a/d231.out,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 165942, got 53918"
model_setup/bethesda_slate/rf9624a/plt.vcr9624.Z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/plt.vcr9624.Z,508571,cb69985275619e5ef99e18b11adbf374d464cd44e50aa4c8d92aa210e90e6105,partial,data/decoded_model_outputs/rf9624a/plt.vcr9624,stage 1 unix_compress_lzw: partial: compress invalid code 446 with table end 354
model_setup/bethesda_slate/rf9624a/rep.521dd.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/rep.521dd.z,16277,9274498d12c0d81c06b41e628de3361fc3bb1973a959526be31cf0a9e7045d5a,partial,data/decoded_model_outputs/rf9624a/rep.521dd,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 29310, got 29311"
model_setup/bethesda_slate/rf9624a/rep.611.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/rep.611.z,178181,ad9fb812271f134a985471c046e8e369b4d64c3bccc3d2e3125f7d80c55caf0e,partial,data/decoded_model_outputs/rf9624a/rep.611,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 417912, got 417913"
model_setup/bethesda_slate/rf9624a/rep.critical.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/rep.critical.z,8134,07114f5e95d7725f65a22467410f5580a7e7564a4f50867d5c08ba0829d2122b,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9624a/rep.sigstat.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/rep.sigstat.z,121869,8fce5d48b73bc7c8cede6b1bfcef9b79757c8620a4bbb87e1c5802b744d8498f,partial,data/decoded_model_outputs/rf9624a/rep.sigstat,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 272208, got 272209"
model_setup/bethesda_slate/rf9624a/rep.sumtime1.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/rep.sumtime1.z,733,c6aa5381ba1c506dd0ded47fba3fab08121d0a33786c246b05a2d1848c39bcfb,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9624a/rep.turnpen.Z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/rep.turnpen.Z,286,b285437151cb5f71b166ddaf1d6a581156cfab676256cb0fe837966b14d14cb0,complete,data/decoded_model_outputs/rf9624a/rep.turnpen,stage 1 unix_compress_lzw: complete: compress stream reached clean input exhaustion; no original length field exists | stage 2 unknown: terminal_plain_or_unknown: no further pack/compress magic detected
model_setup/bethesda_slate/rf9624a/rep.turnvols.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/rep.turnvols.z,5725,b6682f7e7c4e70773a9b2ff95afe1b17ad4a93987ee3c6dd3f9faa2272a438f7,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9624a/statistics.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/statistics.z,781,2d4faba9c178a6d3c563b4bf183ccb58e394756294bcfcbcd9dd905d7fe0f9bc,complete,data/decoded_model_outputs/rf9624a/statistics,stage 1 unix_pack_static_huffman: complete: pack EOB reached and expected length matched | stage 2 unknown: terminal_plain_or_unknown: no further pack/compress magic detected
model_setup/bethesda_slate/rf9624a/turnvols.in.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9624a/turnvols.in.z,30287,2ce5563c015f096d045012ac13a2634b4ecbe2187cdedda1fc27c5b7d1f1db99,partial,data/decoded_model_outputs/rf9624a/turnvols.in,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 77812, got 56083"
code/legacy/model_setup/bethesda_slate/rf9628a/d231.in.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,code/legacy/model_setup/bethesda_slate/rf9628a/d231.in.z,72851,2cb66c00235adb5a534be1b0e46749a171f29e5fe80eb136b5c163326e4aeda2,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9628a/d231.out.Z-A,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9628a/d231.out.Z-A,46781,470db2a5295fc1928321a29d5ee3d571435f6e9e35e1ec09fd85a00a787fda93,partial,data/decoded_model_outputs/rf9628a/d231.out,stage 1 unix_compress_lzw: partial: compress invalid code 525 with table end 523
model_setup/bethesda_slate/rf9628a/d231.out.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9628a/d231.out.z,67948,f849a9cc2f9dfb243726cb3760798d2426a01b58e4ce4920d3f39653f0991201,partial,data/decoded_model_outputs/rf9628a/d231.out,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 165942, got 33004"
code/legacy/model_setup/bethesda_slate/rf9628a/plt.vcr9628.Z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,code/legacy/model_setup/bethesda_slate/rf9628a/plt.vcr9628.Z,501583,2a4e57ad06e9d7e2b3bc560b5c2e40077fe043167861525df7f100ba251f221e,partial,data/decoded_model_outputs/rf9628a/plt.vcr9628,stage 1 unix_compress_lzw: partial: compress invalid code 446 with table end 354
model_setup/bethesda_slate/rf9628a/rep.521dd.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9628a/rep.521dd.z,16138,82ff15df4ffc1f0ce1de270fcaeafa067a47d280f98900e05b0c82dfab5d6a6e,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9628a/rep.611.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9628a/rep.611.z,177777,ea3c383449d29e36827a7dace2606d66614ccfb2d0cbc6ca0d2a0b21cc989831,partial,data/decoded_model_outputs/rf9628a/rep.611,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 417404, got 417405"
model_setup/bethesda_slate/rf9628a/rep.critical.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9628a/rep.critical.z,8124,e17369cf8b9819caa525691db46275bf0114821519a6a19f16097d4029b48f92,partial,data/decoded_model_outputs/rf9628a/rep.critical,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 24518, got 24519"
model_setup/bethesda_slate/rf9628a/rep.sigstat.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9628a/rep.sigstat.z,121884,7db1f061ba67c1528908173afd3f8ae59ac801c59447fe4a1fdcab12093376c1,partial,data/decoded_model_outputs/rf9628a/rep.sigstat,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 272208, got 272209"
model_setup/bethesda_slate/rf9628a/rep.sumtime1.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9628a/rep.sumtime1.z,734,d50015780c77ab5964a39b15f2ae98c0764967e39afb63cca1cda3440ede96a7,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9628a/rep.turnpen.Z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9628a/rep.turnpen.Z,558,dfc3fca3b82191b08180dbd46f9e9242ad8db772485eb4c038cdb6773b8cb32a,complete,data/decoded_model_outputs/rf9628a/rep.turnpen,stage 1 unix_compress_lzw: complete: compress stream reached clean input exhaustion; no original length field exists | stage 2 unknown: terminal_plain_or_unknown: no further pack/compress magic detected
model_setup/bethesda_slate/rf9628a/rep.turnvols.Z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9628a/rep.turnvols.Z,5224,97b13b0a2f12aaa568f9c88d9ebd5fc1d3bcf4ea553b5d824686dc41cf479a88,partial,data/decoded_model_outputs/rf9628a/rep.turnvols,stage 1 unix_compress_lzw: partial: compress invalid code 259 with table end 257
model_setup/bethesda_slate/rf9628a/statistics.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9628a/statistics.z,781,c0d11af38a95e5aa43795be662a351f0fdff20824434e26a9bb015e5a0796f81,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9628a/turnvols.in.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9628a/turnvols.in.z,11430,834a613399656e80fd090ddd40f5348cbf4635c7bf6e33cb2f1fb2e2420e595b,partial,data/decoded_model_outputs/rf9628a/turnvols.in,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 29176, got 10541"
model_setup/bethesda_slate/rf9629a/d231.in.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9629a/d231.in.z,72790,747614150ce967a0150f7d9c23d302b863aeab7722a345c14650d23e4b5430b2,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9629a/d231.out.Z-A,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9629a/d231.out.Z-A,46502,ff06892b0fd3548568f22738144b6046db1845bada43e3e0cd173fec56939fe8,partial,data/decoded_model_outputs/rf9629a/d231.out,stage 1 unix_compress_lzw: partial: compress invalid code 1474 with table end 1295
model_setup/bethesda_slate/rf9629a/d231.out.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9629a/d231.out.z,67864,e2763112488564f6f96b8a8703abb2934abf98ae92bda7bc2a886e0c039adad0,partial,data/decoded_model_outputs/rf9629a/d231.out,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 165942, got 18394"
code/legacy/model_setup/bethesda_slate/rf9629a/plt.vcr9629.Z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,code/legacy/model_setup/bethesda_slate/rf9629a/plt.vcr9629.Z,498949,894025d7dc3f38752cd704c18c51d2cbb3fdf3b00cfa64b40551e57860efb19b,partial,data/decoded_model_outputs/rf9629a/plt.vcr9629,stage 1 unix_compress_lzw: partial: compress invalid code 446 with table end 354
model_setup/bethesda_slate/rf9629a/rep.521dd.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9629a/rep.521dd.z,16054,d7378eda4fd114d5e61d2a73893227231230f6ae7ae76c9eada69276465cbd92,failed,,stage 1 unix_pack_static_huffman: failed: too many leaves in pack Huffman tree
model_setup/bethesda_slate/rf9629a/rep.611.z,data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip,model_setup/bethesda_slate/rf9629a/rep.611.z,177743,b7b50cf53c35753fb582c23b2b1a602027bea1e1615a3afac8b79ceb28c207d8,partial,data/decoded_model_outputs/rf9629a/rep.611,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 417251, got 417252"
